avaliacao,ano
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Discordo parcialmente,20X2
"Nem concordo, nem discordo",20X2
Concordo parcialmente,20X2
Discordo parcialmente,20X2
Discordo parcialmente,20X2
